116.498515, 39.996765
116.498735, 39.996983
116.498885, 39.997065
116.499695, 39.997915
116.500275, 39.998495
116.501075, 39.999107
116.501656, 39.998936
116.501656, 39.998936
116.501565, 39.999015
116.501455, 39.998802
116.501565, 39.998882
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501635, 39.998898
116.501575, 39.998865
116.503006, 39.997915
116.505500, 39.996838
116.506755, 39.998265
116.506744, 39.998315
116.505865, 39.996796
116.503685, 39.995064
116.499725, 39.994015
116.496250, 39.992835
116.496175, 39.992355
116.496035, 39.993125
116.482086, 39.982395
116.476185, 39.975506
116.468506, 39.981987
116.457775, 39.989086
116.444855, 39.994945
